User_ID,Username,Rating,Location_Type,Type,movie_theater,art_gallery,clothing_store,university,bar,shopping_mall,museum,stadium,zoo,point_of_interest,tourist_attraction,park
UID_D087B49DF2045B3DD53503BFF9259ECD-SRC_548477590,Wanda T,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_B09935276C7DADB949E2A6B6798610F5-SRC_547937709,Deborah L,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_F43A0B4767DD180A40E0FECF55DF88A4-SRC_547550464,md1mm,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_35F1B8588B04358A725B8AF7F1A4AD62-SRC_492593942,jemp684,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_1FC010DB6CC85F63C4DAECD798B24E92-SRC_492314943,365giannad,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_B186BB540B79299B951F776447CA9173-SRC_492237443,So_Cal_Illini_81,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_EB5D77183AE2198297368DD99D9AA932-SRC_490675270,CyndyL,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_3F08F86D9A792334AB12374BF1FB9D5F-SRC_488278032,Kytting,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_7795BFBB64B24FFE84AF34710FACFE01-SRC_488248633,rowdytj,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_B6B55BE5ED97A96084CFF00FF27F1176-SRC_488035245,jen101202,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_E51F3004D9BE5D9DFE8C1B0130A24109-SRC_487801360,David W,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_38946BEDD30C44B073BB46B445BC9911-SRC_487528218,Ottawa_gal_10,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_2D60391F024A0B6E1254FB570A816C58-SRC_484668600,Donald W,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_554F4217EBE01C756A531483BBD273A7-SRC_493621076,Dana P,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_447D2B8054C8C0C442D4C14E7D9ABC4B-SRC_493523819,akmasood61,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_27EFD02F7B0417F2CB67E091F98138A4-SRC_493412225,Smore10408,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_0B71F86CC836C28762C4D49CC2618F6F-SRC_493393957,cchamp7303,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_A40F747219AA6090DB106D423ACE40FF-SRC_493387217,Patricia C,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_5BCB3DD0556CF208C2441D91CB209262-SRC_493338451,Michael R,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_F83C2CD5014401F0990D3D3994A7E49F-SRC_493150649,Mongo1234,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_B196E06641B8FC80E2C5F0FA167E2986-SRC_492874869,marikakalapati,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_5A8AE92A4B3406F6A785244CC46415C6-SRC_492797039,susanwwalters,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_E0898C1F73040716764F2E311AE9BBE6-SRC_492777367,volguy,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_1293C618B79E4E830782131DF65E19E2-SRC_494860909,Ret48,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_59B04FBCE15F1F447BB579A677718F56-SRC_494800013,Dan T,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_9392C3068FFB06603509C9BD9B44593B-SRC_494686563,Leslie B,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_E85AC3B488CA24948F3D081C44A393B9-SRC_494652727,Robert V. M,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_EE82E1667B845D5CDA1AD6B9A15BB062-SRC_494617902,foodieme26,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_3AA22C3096A3CB1D5CC2C2FDB912B488-SRC_494335865,Marilyn A,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_81DFEA09954F1AA3F145767228C3D2F7-SRC_494036525,william B,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_BD29DF954CD4B464C2FB8EEA6792306B-SRC_493856946,Shannon B,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_78DB85ABF457F52303AB7D5ACF23721A-SRC_493828819,David R,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_25E8C9A6497DC66D945EC8F6926B0BD8-SRC_493755229,byebye2u,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_469646F9F486A673C6705E8B4943E3DE-SRC_496011647,ctichel1,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_23582C5021A9ECFAB0072A2CA79FADCE-SRC_495840177,Brenda H,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_1C2F0EBBF644302ED3175D2CE7BF239C-SRC_495820828,Sandra M,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_4FE330D7B3C842F7623C10E078CADD96-SRC_495776263,PennyPRO,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_F0C467C3B018D47CFC452F1B08704977-SRC_495515199,418dnl,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_2B20BF721AFA47A55F98CA01111AEEDA-SRC_495444457,CHARLESHOrlando,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_519831CF5BD0453099363C6CA6BC932E-SRC_495121740,Ove1952,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_4019A3AE911371DBC16FB9337B261DF8-SRC_495078519,gsraju2k,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_1C120F85B913F752CE58BFAA9B6CF489-SRC_494904196,Huskie4,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_AD399B1E0347459FEDE4FB831E050724-SRC_494863189,lauracn,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_80C73765AC3BBCDBC3FEEBC45C871335-SRC_498896514,LutfulBari,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_EC2B6F772A813585867DCD175960F304-SRC_498278807,ken711,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_0FFF63790071E267648899901945E020-SRC_497805173,Chakeeta D,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_E3E1F41F033F5D334DDF11405622E84E-SRC_497543449,G6221LFjamesp,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_00589201498E126B5705FF6EE151C992-SRC_496997427,Michele P,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_F0EE5CCCD92EF0A1D7BAE16A111440B1-SRC_496907116,scenes2me,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_F394811ACE5FBAE3FA52E0933990BFCE-SRC_537101270,Nihan D,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_0677B31FFA03E463C35FAC0E593EE2FE-SRC_496857955,ADM_TX,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_0DB5105CD33026AB10C11717A329455A-SRC_496631619,Searay31,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_BBE0D50EE7ABD3126596015BD674FA98-SRC_496430441,Rachwar,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_CB27036C0D3D022C65DD2A4AF094B443-SRC_536960785,getsabout13,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_AC86A2C0163FDB2AA856ADC1624C623E-SRC_536858461,Tirzah D,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_7734E74AD0618637A3AFFC5576C608CC-SRC_536603515,amyjof3,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_6F006D6AE737BD900949B1A37C481441-SRC_496219228,Ronnie S,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_75D47FDC92443AE4F6BB5AFF20CA01CA-SRC_534136900,Pamehla,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_8F051286523955BD169457910BDF5BFF-SRC_532371029,Kevino7350,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_EDA2B6D369F5D96262263A0A6EADE41A-SRC_527934300,rickmO1846GT,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_FB3E1E6EF8F1A34FCD0E09D87AACE469-SRC_517317183,jtmarino,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_08DC29A4034567E1114C7D906883B203-SRC_527875104,Steven W,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_5474C8EA1FA2ACF5A1F8CF635CE044A9-SRC_522358632,jaehok351,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_2F5E09E26A331135250B54FF8E2A5268-SRC_517217569,Frank D,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_376DD413BD99806309339C3843AE8284-SRC_519953811,jocey38,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_A180DD2ED29D84A5E21BEDE3BEBAAA99-SRC_516423561,300wendellh,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_4F68BA7919FD8F6423755A931312D962-SRC_504745483,vickimfranklin_IN,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_D43DC4E6058F36D2CC7C634387AF3A0F-SRC_504737205,joselito1959,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_3BAC91498650663215ACEBAD91B4C5B0-SRC_504571781,jfoote,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_06580201DFAD446F64E522289A87B627-SRC_500599962,seb36,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_4DAD021DAA7CBAA4811CA4519787E21F-SRC_500487641,Cindy P,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_869205BE8C00B53D950EB01F9F7634C1-SRC_500078238,Hawk H,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_82A4B2B34C5095E4491F9A409382E8B2-SRC_500073505,Rich B,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_B339028637418C5CA2E71531BA88912E-SRC_539830068,homeless-dancer,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_32CEB368CDA73BFED5BEBBFE52F145D2-SRC_539251141,DocTK,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_47BFACB234A94D6B33ED6B52148735E9-SRC_538772137,amir_atp,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_1CCC7B274841C4094A588C4FFFB9E3A4-SRC_538389934,Amedragon,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_26359A98A0E7A16DF20EB90035C5F388-SRC_537977037,Toccopola,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_93782169EB7342889FC1A5CFA0CC1B90-SRC_537923032,Erika S,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_9FF19371E62727845A4EAC3B524708B3-SRC_537708034,cohensgranny,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_BBEA2A9BD2ABC54AABC4AA81A62E8848-SRC_537527809,Bonnie S,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_8E9388DA793672994BCE3727DBC71F56-SRC_537418570,ColeJonesTraveler,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_7826F419678DEF74BAA6D286125D270F-SRC_537174542,brian0910,4,"['point_of_interest', 'establishment']",point_of_interest,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5
UID_E87B85D1040D18E5B8FFC439901BD6D7-SRC_546975542,MakeupArtist40,4,"['shopping_mall', 'point_of_interest', 'establishment']",shopping_mall,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5,2.5,2.5,2.5,2.5
UID_7E72C8605E4E026EA648624870B355B8-SRC_546859030,Mer21maid,4,"['shopping_mall', 'point_of_interest', 'establishment']",shopping_mall,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5,2.5,2.5,2.5,2.5
UID_C575BA291F8CEAF6F877541D37B166F2-SRC_547757486,Westgalady,5,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",museum,2.5,2.5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5
UID_CF65436CFC31B6D4110D116E318309E7-SRC_546260264,vee_travels,4,"['shopping_mall', 'point_of_interest', 'establishment']",shopping_mall,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5,2.5,2.5,2.5,2.5
UID_588DB5A0AAA3DF34CB4DCD821D22A3D5-SRC_541395406,Johnleehooker1121,4,"['shopping_mall', 'point_of_interest', 'establishment']",shopping_mall,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5,2.5,2.5,2.5,2.5
UID_26CB20F31DC242117E0608E834A712B6-SRC_533602047,eheyman,5,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",museum,2.5,2.5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5
UID_3E6C7423BDE2484ED3E080983703FBBD-SRC_522732961,Raamis,5,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",museum,2.5,2.5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5
UID_56D747911D91E9BFCA6E91B9B3A1ED5F-SRC_540767513,John B,4,"['shopping_mall', 'point_of_interest', 'establishment']",shopping_mall,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5,2.5,2.5,2.5,2.5
UID_EBEC798BAC0101676E411AEBC2377532-SRC_504719524,keaura,5,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",museum,2.5,2.5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5
UID_9392C3068FFB06603509C9BD9B44593B-SRC_500070948,Leslie B,5,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",museum,2.5,2.5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5
UID_B73EE8DA638CAC7BDC9097B1246C7732-SRC_538548314,DoctorVonCueBall,4,"['shopping_mall', 'point_of_interest', 'establishment']",shopping_mall,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5,2.5,2.5,2.5,2.5
UID_8CFFCEB31236F2A4EFF22867DA895732-SRC_538363259,panpanda,4,"['shopping_mall', 'point_of_interest', 'establishment']",shopping_mall,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5,2.5,2.5,2.5,2.5
UID_27095DCDBD4D46357DEFB4E0609E31C9-SRC_551343818,Pierre1999,4,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",museum,2.5,2.5,2.5,2.5,2.5,2.5,4,2.5,2.5,2.5,2.5,2.5
